Animal Type,Sex,Intake Condition,Intake Type,Intake_Month,Season,Age_Months,Color_Simple,is_adopted
CAT,Spayed,NORMAL,STRAY,10,Fall,12.2,CREAM,1
CAT,Spayed,NORMAL,STRAY,9,Fall,2.1,GRAY,1
DOG,Male,NORMAL,STRAY,4,Spring,60.9,BLACK,0
CAT,Spayed,NORMAL,STRAY,9,Fall,2.1,BLACK,1
DOG,Male,NORMAL,STRAY,10,Fall,73.1,GRAY,0
DOG,Neutered,BEHAVIOR  MILD,STRAY,2,Winter,36.5,GRAY,0
CAT,Male,BEHAVIOR  MODERATE,OWNER SURRENDER,1,Winter,6.1,WHITE,0
CAT,Neutered,FRACTIOUS,STRAY,5,Spring,12.2,BLACK,0
CAT,Neutered,NORMAL,STRAY,12,Winter,12.2,WHITE,0
CAT,Neutered,NORMAL,STRAY,4,Spring,60.9,BRN TABBY,0
CAT,Unknown,ILL MODERATETE,WELFARE SEIZED,10,Fall,1.0,GRAY TABBY,0
CAT,Spayed,FRACTIOUS,STRAY,4,Spring,24.3,BLACK,0
DOG,Male,NORMAL,STRAY,12,Winter,24.3,WHITE,0
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,12.2,GRAY TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,GRAY TABBY,0
CAT,Female,INJURED  SEVERE,STRAY,1,Winter,48.7,CALICO,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.2,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,9,Fall,185.3,TAN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,GRAY TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.2,WHITE,0
DOG,Male,NORMAL,OWNER SURRENDER,2,Winter,24.4,WHITE,0
DOG,Male,BEHAVIOR  MILD,CONFISCATE,10,Fall,12.2,TAN,0
DOG,Female,NORMAL,QUARANTINE,2,Winter,33.0,WHITE,0
DOG,Male,INJURED  MODERATE,STRAY,9,Fall,121.8,Other,0
CAT,Neutered,NORMAL,OWNER SURRENDER,8,Summer,36.5,BLACK,0
CAT,Female,NORMAL,OWNER SURRENDER,8,Summer,36.5,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,0.9,GRAY,0
DOG,Female,NORMAL,STRAY,5,Spring,36.5,BROWN,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,3,Spring,0.2,BRN TABBY,0
DOG,Female,NORMAL,STRAY,3,Spring,24.4,TAN,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,9,Fall,0.1,BLACK,0
DOG,Neutered,NORMAL,STRAY,1,Winter,5.1,BLACK,1
DOG,Female,NORMAL,STRAY,8,Summer,60.9,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,1.1,GRAY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BLACK,0
DOG,Male,INJURED  SEVERE,STRAY,11,Fall,60.9,BLACK,0
DOG,Male,NORMAL,STRAY,10,Fall,12.2,BROWN,0
DOG,Male,NORMAL,WELFARE SEIZED,10,Fall,121.6,BR BRINDLE,0
DOG,Male,INJURED  MILD,STRAY,10,Fall,96.8,WHITE,0
DOG,Male,NORMAL,STRAY,12,Winter,85.2,TAN,0
CAT,Female,ILL MILD,STRAY,12,Winter,7.5,GRAY,0
CAT,Female,NORMAL,STRAY,3,Spring,0.1,CALICO,0
DOG,Male,NORMAL,STRAY,6,Summer,9.1,BROWN,1
CAT,Male,NORMAL,STRAY,3,Spring,0.1,WHITE,0
CAT,Male,INJURED  SEVERE,STRAY,10,Fall,12.2,BLACK,0
CAT,Male,NORMAL,STRAY,3,Spring,0.1,WHITE,0
CAT,Female,NORMAL,STRAY,3,Spring,12.2,CALICO,0
DOG,Male,NORMAL,CONFISCATE,10,Fall,36.5,BLUE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.1,BRN TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.1,GRAY TABBY,0
CAT,Spayed,NORMAL,STRAY,11,Fall,5.1,CALICO,1
DOG,Spayed,NORMAL,STRAY,1,Winter,109.5,WHITE,0
CAT,Neutered,NORMAL,STRAY,11,Fall,5.1,ORG TABBY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,BLACK,0
CAT,Female,ILL MILD,STRAY,7,Summer,2.0,BLACK,0
CAT,Neutered,ILL MILD,STRAY,12,Winter,24.2,ORANGE,1
CAT,Female,INJURED  SEVERE,STRAY,8,Summer,5.1,GRAY TABBY,0
DOG,Neutered,NORMAL,STRAY,2,Winter,146.1,TRICOLOR,0
DOG,Spayed,NORMAL,STRAY,2,Winter,101.9,BLACK,0
CAT,Neutered,INJURED  MILD,STRAY,7,Summer,2.0,GRAY,0
CAT,Spayed,FRACTIOUS,STRAY,8,Summer,24.3,BLACK,0
DOG,Spayed,NORMAL,STRAY,11,Fall,24.3,Other,0
CAT,Neutered,ILL MILD,STRAY,7,Summer,12.2,ORG TABBY,0
DOG,Male,INJURED  SEVERE,QUARANTINE,3,Spring,144.7,BLACK,0
CAT,Female,INJURED  SEVERE,STRAY,12,Winter,12.2,BLACK,0
DOG,Male,NORMAL,STRAY,11,Fall,48.5,Other,1
DOG,Neutered,NORMAL,STRAY,3,Spring,24.4,BLACK,1
CAT,Male,INJURED  MODERATE,STRAY,12,Winter,36.5,WHITE,0
CAT,Neutered,NORMAL,STRAY,5,Spring,1.0,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,6,Summer,8.1,WHITE,0
DOG,Male,NORMAL,STRAY,2,Winter,17.3,TAN,0
DOG,Male,NORMAL,OWNER SURRENDER,6,Summer,8.1,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BRN TABBY,1
DOG,Male,FRACTIOUS,STRAY,7,Summer,8.3,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,0
CAT,Spayed,NORMAL,STRAY,6,Summer,24.3,BRN TABBY,0
DOG,Neutered,FRACTIOUS,STRAY,9,Fall,24.3,BLACK,1
CAT,Female,ILL MILD,OWNER SURRENDER,6,Summer,3.1,BRN TABBY,0
DOG,Neutered,FRACTIOUS,STRAY,9,Fall,24.3,RED,1
DOG,Neutered,NORMAL,STRAY,5,Spring,12.2,BLACK,1
DOG,Spayed,ILL MODERATETE,OWNER SURRENDER,5,Spring,188.4,WHITE,0
DOG,Female,NORMAL,STRAY,6,Summer,9.1,BROWN,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,1,Winter,1.1,BLACK,1
CAT,Female,INJURED  MODERATE,STRAY,12,Winter,4.1,LYNX PT,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,11,Fall,0.7,Other,0
CAT,Male,ILL MODERATETE,STRAY,8,Summer,12.2,LYNX PT,0
DOG,Female,INJURED  MILD,STRAY,1,Winter,121.7,BLUE,0
CAT,Neutered,NORMAL,OWNER SURRENDER,3,Spring,18.2,SEAL PT,1
DOG,Female,NORMAL,STRAY,11,Fall,60.9,BROWN,0
DOG,Male,NORMAL,STRAY,5,Spring,85.2,RED,0
CAT,Spayed,NORMAL,STRAY,3,Spring,12.2,Other,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,2.1,CALICO,1
DOG,Spayed,NORMAL,STRAY,6,Summer,103.8,TAN,0
CAT,Neutered,ILL MILD,STRAY,6,Summer,1.3,BRN TABBY,1
DOG,Neutered,I/I REPORT,STRAY,4,Spring,20.0,TAN,0
CAT,Male,NORMAL,STRAY,8,Summer,2.0,Other,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BLACK,0
CAT,Female,NORMAL,STRAY,8,Summer,2.0,Other,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,WHITE,0
CAT,Male,NORMAL,STRAY,8,Summer,2.0,Other,1
CAT,Female,NORMAL,STRAY,8,Summer,2.0,Other,0
CAT,Female,INJURED  MILD,STRAY,7,Summer,60.9,CALICO,0
CAT,Male,NORMAL,STRAY,8,Summer,2.0,Other,1
DOG,Neutered,NORMAL,STRAY,10,Fall,24.3,WHITE,0
CAT,Neutered,NORMAL,STRAY,8,Summer,4.1,GRAY TABBY,1
DOG,Female,NORMAL,WELFARE SEIZED,3,Spring,6.1,GRAY,0
CAT,Male,NORMAL,STRAY,8,Summer,4.1,GRAY TABBY,1
DOG,Male,AGED,STRAY,3,Spring,182.6,BROWN,0
CAT,Spayed,NORMAL,STRAY,8,Summer,5.1,GRAY TABBY,0
CAT,Male,ILL SEVERE,STRAY,10,Fall,0.8,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,0.7,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,0.7,BLACK,0
CAT,Neutered,NORMAL,STRAY,7,Summer,0.2,BLACK,0
CAT,Neutered,ILL MODERATETE,STRAY,5,Spring,83.8,BLACK,0
CAT,Spayed,ILL MODERATETE,RETURN,8,Summer,2.5,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,6,Summer,24.4,GRAY,0
DOG,Spayed,ILL MODERATETE,STRAY,7,Summer,170.4,Other,1
DOG,Neutered,INJURED  MODERATE,STRAY,9,Fall,61.7,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.9,GRAY,0
CAT,Spayed,FERAL,STRAY,5,Spring,36.5,CALICO,0
DOG,Neutered,NORMAL,STRAY,3,Spring,4.0,TRICOLOR,1
CAT,Spayed,NORMAL,OWNER SURRENDER,6,Summer,49.6,CALICO,0
DOG,Spayed,NORMAL,STRAY,3,Spring,6.0,BROWN,1
CAT,Unknown,NORMAL,STRAY,3,Spring,2.0,GRAY,0
DOG,Spayed,ILL MILD,OWNER SURRENDER,8,Summer,87.6,GRAY,1
CAT,Female,NORMAL,STRAY,3,Spring,24.3,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,WHITE,0
DOG,Neutered,NORMAL,STRAY,12,Winter,121.6,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,Other,0
DOG,Male,NORMAL,STRAY,12,Winter,2.0,TAN,0
CAT,Male,NORMAL,STRAY,8,Summer,1.0,SEAL PT,0
CAT,Male,NORMAL,STRAY,8,Summer,1.0,Other,0
CAT,Spayed,INJURED  MILD,STRAY,1,Winter,121.8,ORG TABBY,0
CAT,Spayed,NORMAL,STRAY,11,Fall,2.0,BLACK,1
CAT,Spayed,NORMAL,STRAY,11,Fall,2.0,GRAY TABBY,1
CAT,Spayed,NORMAL,OWNER SURRENDER,2,Winter,36.5,Other,1
DOG,Female,NORMAL,STRAY,8,Summer,12.1,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.2,WHITE,0
DOG,Female,INJURED  MODERATE,STRAY,5,Spring,85.2,TAN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.2,BLACK,0
DOG,Neutered,INJURED  SEVERE,STRAY,12,Winter,36.5,Other,0
DOG,Neutered,NORMAL,STRAY,10,Fall,53.6,BLACK,0
DOG,Female,NORMAL,STRAY,12,Winter,10.1,BROWN,1
DOG,Male,INJURED  SEVERE,STRAY,1,Winter,24.4,TAN,0
CAT,Spayed,INJURED  SEVERE,STRAY,9,Fall,167.2,CALICO,0
DOG,Neutered,NORMAL,OWNER SURRENDER,11,Fall,165.9,BLACK,0
CAT,Spayed,NORMAL,STRAY,10,Fall,24.4,GRAY,0
DOG,Neutered,NORMAL,OWNER SURRENDER,8,Summer,23.8,BROWN,0
CAT,Neutered,NORMAL,OWNER SURRENDER,10,Fall,6.1,BRN TABBY,0
CAT,Neutered,NORMAL,STRAY,7,Summer,36.5,BLACK,1
DOG,Male,ILL SEVERE,STRAY,11,Fall,2.0,BROWN,0
DOG,Neutered,NORMAL,OWNER SURRENDER,3,Spring,61.5,BLUE,0
CAT,Male,NORMAL,STRAY,6,Summer,1.6,BRN TABBY,1
DOG,Spayed,NORMAL,STRAY,9,Fall,11.2,BLACK,1
CAT,Spayed,NORMAL,STRAY,10,Fall,3.1,BLACK,1
DOG,Male,NORMAL,STRAY,7,Summer,48.7,GRAY,0
CAT,Spayed,NORMAL,STRAY,10,Fall,3.1,BLACK,1
CAT,Unknown,NORMAL,STRAY,4,Spring,0.2,GRAY TABBY,0
CAT,Spayed,NORMAL,STRAY,10,Fall,3.1,BRN TABBY,1
CAT,Unknown,NORMAL,STRAY,4,Spring,0.2,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.1,BLACK,0
CAT,Unknown,NORMAL,STRAY,4,Spring,0.2,BLACK,0
CAT,Neutered,NORMAL,STRAY,7,Summer,83.4,ORG TABBY,0
DOG,Spayed,NORMAL,RETURN,10,Fall,7.1,BLACK,1
CAT,Male,NORMAL,STRAY,8,Summer,0.2,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.5,BLACK,0
DOG,Female,NORMAL,OWNER SURRENDER,6,Summer,36.5,WHITE,0
DOG,Neutered,NORMAL,STRAY,7,Summer,10.1,Other,0
CAT,Neutered,FERAL,STRAY,4,Spring,97.4,BLACK,0
CAT,Unknown,INJURED  SEVERE,STRAY,10,Fall,60.9,Other,0
DOG,Spayed,NORMAL,STRAY,2,Winter,193.2,WHITE,0
DOG,Spayed,NORMAL,STRAY,7,Summer,87.7,BROWN,1
DOG,Male,NORMAL,STRAY,7,Summer,36.5,BROWN,0
DOG,Male,NORMAL,STRAY,7,Summer,24.4,BROWN,0
DOG,Spayed,NORMAL,STRAY,8,Summer,12.1,BROWN,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,ORANGE,0
CAT,Unknown,INJURED  SEVERE,STRAY,12,Winter,36.5,BLACK,0
DOG,Neutered,NORMAL,STRAY,9,Fall,18.3,BROWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,7,Summer,0.7,Other,0
DOG,Male,NORMAL,STRAY,5,Spring,6.0,BROWN,0
DOG,Spayed,BEHAVIOR  MODERATE,RETURN,10,Fall,27.9,BROWN,0
DOG,Neutered,NORMAL,STRAY,5,Spring,44.9,WHITE,0
DOG,Female,NORMAL,RETURN,12,Winter,13.3,BLACK,0
CAT,Female,ILL MODERATETE,STRAY,6,Summer,121.8,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,BLACK,0
DOG,Spayed,ILL MILD,WELFARE SEIZED,4,Spring,134.9,FAWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,BRN TABBY,0
DOG,Male,NORMAL,STRAY,2,Winter,24.3,WHITE,0
DOG,Spayed,NORMAL,STRAY,7,Summer,9.0,WHITE,1
CAT,Spayed,NORMAL,STRAY,7,Summer,36.5,TORTIE DIL,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,GRAY TABBY,0
DOG,Spayed,NORMAL,RETURN,1,Winter,14.0,GRAY,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,GRAY TABBY,1
CAT,Neutered,ILL SEVERE,STRAY,11,Fall,117.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,1.5,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.0,Other,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,6,Summer,1.6,BLACK,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.0,BRN TABBY,0
DOG,Female,INJURED  SEVERE,STRAY,8,Summer,48.7,BROWN,0
DOG,Female,NORMAL,STRAY,3,Spring,109.6,Other,0
DOG,Neutered,NORMAL,STRAY,5,Spring,36.5,BLACK,1
DOG,Female,NORMAL,WELFARE SEIZED,1,Winter,85.2,FAWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.6,CREAM,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,BLACK,0
CAT,Female,ILL MODERATETE,STRAY,11,Fall,36.5,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,BLACK,1
CAT,Spayed,NORMAL,STRAY,12,Winter,24.3,GRAY,0
CAT,Male,ILL SEVERE,STRAY,12,Winter,12.2,ORANGE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BRN TABBY,0
DOG,Spayed,NORMAL,OWNER SURRENDER,8,Summer,28.7,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,GRAY TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,9,Fall,0.5,ORANGE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,9,Fall,0.5,ORANGE,0
CAT,Male,ILL MODERATETE,STRAY,7,Summer,2.0,GRAY,0
CAT,Spayed,NORMAL,OWNER SURRENDER,3,Spring,11.3,TORTIE,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BLACK,0
DOG,Female,NORMAL,STRAY,1,Winter,109.6,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BRN TABBY,0
DOG,Female,NORMAL,STRAY,3,Spring,18.1,WHITE,0
CAT,Spayed,FRACTIOUS,STRAY,3,Spring,48.7,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,2.0,BRN TABBY,0
CAT,Neutered,NORMAL,STRAY,3,Spring,24.3,GRAY TABBY,0
CAT,Spayed,FRACTIOUS,STRAY,3,Spring,60.9,TORTIE,0
CAT,Unknown,ILL SEVERE,STRAY,5,Spring,48.7,Other,0
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,36.5,BRN TABBY,0
CAT,Male,ILL MILD,STRAY,5,Spring,97.4,GRAY TABBY,0
DOG,Spayed,NORMAL,OWNER SURRENDER,12,Winter,106.6,WHITE,0
DOG,Neutered,NORMAL,STRAY,12,Winter,182.6,WHITE,0
DOG,Male,NORMAL,QUARANTINE,8,Summer,29.3,BROWN,0
CAT,Spayed,NORMAL,STRAY,1,Winter,4.1,WHITE,0
DOG,Male,NORMAL,STRAY,5,Spring,5.6,BROWN,0
CAT,Neutered,NORMAL,STRAY,1,Winter,4.1,WHITE,0
CAT,Neutered,INJURED  MILD,STRAY,2,Winter,48.7,BLACK,1
CAT,Unknown,INJURED  SEVERE,STRAY,12,Winter,12.2,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,3,Spring,0.3,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,1.0,CALICO,0
DOG,Neutered,INJURED  MILD,STRAY,2,Winter,49.2,BROWN,0
CAT,Male,ILL MILD,STRAY,10,Fall,1.0,BLACK,0
DOG,Male,NORMAL,STRAY,6,Summer,36.5,GRAY,0
CAT,Male,ILL MILD,STRAY,10,Fall,1.0,BLACK,0
DOG,Male,NORMAL,STRAY,6,Summer,36.5,FAWN,1
CAT,Male,ILL MILD,STRAY,10,Fall,1.0,GRAY TABBY,1
DOG,Spayed,NORMAL,WELFARE SEIZED,4,Spring,9.1,RED,1
CAT,Spayed,ILL MILD,STRAY,10,Fall,1.0,GRAY TABBY,1
CAT,Spayed,INJURED  MILD,STRAY,5,Spring,2.8,LYNX PT,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,WHITE,0
DOG,Male,NORMAL,STRAY,7,Summer,24.3,TAN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,GRAY,0
DOG,Female,NORMAL,STRAY,9,Fall,60.9,TAN,0
DOG,Male,NORMAL,STRAY,9,Fall,97.4,BROWN,0
DOG,Female,NORMAL,OWNER SURRENDER,8,Summer,133.9,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,CALICO,0
CAT,Spayed,NORMAL,WELFARE SEIZED,1,Winter,24.4,TORTIE,1
DOG,Female,NORMAL,STRAY,5,Spring,4.0,TAN,0
DOG,Spayed,NORMAL,SAFE KEEP,2,Winter,121.8,Other,0
CAT,Male,ILL MODERATETE,STRAY,8,Summer,2.0,BLACK,0
DOG,Spayed,NORMAL,STRAY,1,Winter,12.2,BLACK,1
DOG,Neutered,NORMAL,STRAY,3,Spring,14.1,FAWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,0.3,BLACK,0
CAT,Spayed,NORMAL,WELFARE SEIZED,9,Fall,5.1,WHITE,0
CAT,Female,NORMAL,OWNER SURRENDER,8,Summer,8.1,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,GRAY TABBY,0
DOG,Female,NORMAL,CONFISCATE,12,Winter,12.2,WHITE,0
CAT,Male,NORMAL,STRAY,1,Winter,3.1,GRAY,0
DOG,Spayed,INJURED  SEVERE,STRAY,9,Fall,24.3,WHITE,0
CAT,Male,NORMAL,STRAY,1,Winter,3.1,BRN TABBY,0
CAT,Male,INJURED  SEVERE,STRAY,11,Fall,121.7,CREAM,0
CAT,Spayed,ILL MODERATETE,STRAY,12,Winter,2.0,GRAY,0
DOG,Spayed,NORMAL,OWNER SURRENDER,7,Summer,103.0,CREAM,0
CAT,Neutered,NORMAL,WELFARE SEIZED,6,Summer,60.8,BRN TABBY,1
DOG,Spayed,NORMAL,STRAY,2,Winter,36.5,TAN,0
CAT,Neutered,NORMAL,STRAY,6,Summer,2.4,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,11,Fall,1.3,BLACK,1
CAT,Female,NORMAL,STRAY,6,Summer,12.2,BLACK,0
CAT,Unknown,INJURED  SEVERE,STRAY,2,Winter,24.4,ORANGE,0
CAT,Female,NORMAL,STRAY,6,Summer,2.4,GRAY,1
CAT,Female,NORMAL,STRAY,6,Summer,2.4,BLACK,1
CAT,Unknown,INJURED  SEVERE,STRAY,6,Summer,48.7,TORTIE,0
DOG,Male,NORMAL,STRAY,1,Winter,8.2,TAN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,0.2,TORTIE DIL,0
DOG,Spayed,ILL MILD,STRAY,3,Spring,48.7,TAN,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,0.2,TORTIE,0
DOG,Male,INJURED  MILD,STRAY,8,Summer,9.9,WHITE,0
CAT,Male,NORMAL,STRAY,10,Fall,2.0,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,Other,1
DOG,Neutered,NORMAL,STRAY,7,Summer,24.4,TAN,1
CAT,Female,ILL MILD,STRAY,9,Fall,24.4,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BLACK,0
CAT,Spayed,NORMAL,STRAY,4,Spring,1.0,SEAL PT,1
CAT,Female,INJURED  MILD,STRAY,7,Summer,1.0,BRN TABBY,1
CAT,Female,NORMAL,STRAY,4,Spring,1.0,SEAL PT,1
CAT,Spayed,NORMAL,OWNER SURRENDER,8,Summer,107.7,TRICOLOR,1
CAT,Male,FRACTIOUS,STRAY,5,Spring,12.2,BRN TABBY,0
CAT,Neutered,INJURED  MILD,STRAY,6,Summer,24.4,ORG TABBY,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",1,Winter,3.1,BLACK,0
CAT,Male,ILL SEVERE,STRAY,9,Fall,60.9,GRAY,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",2,Winter,12.1,CALICO,0
CAT,Female,ILL SEVERE,STRAY,9,Fall,36.5,BRN TABBY,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",6,Summer,36.5,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,9,Fall,97.5,TAN,0
DOG,Neutered,I/I REPORT,STRAY,6,Summer,45.8,TRICOLOR,1
DOG,Male,NORMAL,STRAY,1,Winter,24.3,Other,0
DOG,Female,NORMAL,STRAY,12,Winter,5.1,BLACK,0
CAT,Spayed,NORMAL,STRAY,5,Spring,12.2,GRAY TABBY,1
CAT,Spayed,NORMAL,STRAY,5,Spring,36.5,TORTIE,0
DOG,Female,NORMAL,STRAY,7,Summer,48.7,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,CALICO,0
CAT,Spayed,INJURED  MODERATE,STRAY,3,Spring,10.1,TORTIE,0
CAT,Male,ILL SEVERE,STRAY,9,Fall,1.2,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.3,ORG TABBY,0
CAT,Spayed,ILL MILD,STRAY,1,Winter,1.0,BLACK,0
DOG,Male,INJURED  MODERATE,STRAY,12,Winter,27.7,BLACK,0
CAT,Female,ILL MILD,STRAY,1,Winter,1.0,BLACK,0
DOG,Neutered,NORMAL,OWNER SURRENDER,6,Summer,73.6,TAN,1
DOG,Neutered,NORMAL,STRAY,6,Summer,36.5,GRAY,1
CAT,Female,ILL MODERATETE,STRAY,6,Summer,1.4,GRAY TABBY,0
DOG,Male,NORMAL,STRAY,4,Spring,85.2,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,BLACK,1
CAT,Female,ILL MILD,STRAY,7,Summer,2.0,BRN TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,GRAY TABBY,1
CAT,Female,ILL MILD,STRAY,7,Summer,2.0,BRN TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,GRAY,1
DOG,Spayed,NORMAL,STRAY,12,Winter,22.3,TAN,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,GRAY,1
CAT,Neutered,ILL MILD,STRAY,6,Summer,2.0,BLACK,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.2,GRAY,0
CAT,Female,NORMAL,STRAY,4,Spring,0.7,BRN TABBY,0
DOG,Spayed,BEHAVIOR  MODERATE,OWNER SURRENDER,2,Winter,48.7,BLACK,0
DOG,Female,ILL SEVERE,STRAY,12,Winter,97.4,BLACK,0
DOG,Neutered,INJURED  SEVERE,OWNER SURRENDER,6,Summer,85.2,BLUE,0
DOG,Male,NORMAL,WELFARE SEIZED,11,Fall,36.5,BLACK,0
DOG,Male,NORMAL,STRAY,6,Summer,48.7,BLUE,0
DOG,Female,NORMAL,STRAY,3,Spring,24.4,TAN,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,8,Summer,1.5,BRN TABBY,0
DOG,Spayed,I/I REPORT,STRAY,7,Summer,36.5,RED,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.5,BLACK,0
CAT,Female,INJURED  SEVERE,STRAY,9,Fall,1.0,CALICO,1
DOG,Neutered,NORMAL,STRAY,1,Winter,169.1,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,WHITE,0
DOG,Neutered,NORMAL,STRAY,9,Fall,48.7,GRAY,1
DOG,Male,NORMAL,STRAY,6,Summer,28.3,BR BRINDLE,0
DOG,Neutered,NORMAL,STRAY,9,Fall,24.4,BROWN,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,0.1,GRAY,0
