Animal Type,Sex,Intake Condition,Intake Type,Intake_Month,Season,Age_Months,Color_Simple,is_adopted
CAT,Neutered,NORMAL,STRAY,9,Fall,4.1,GRAY TABBY,1
CAT,Spayed,NORMAL,OWNER SURRENDER,9,Fall,3.1,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,GRAY TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.6,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.6,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.6,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,1.5,GRAY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,6,Summer,1.3,BLACK,1
DOG,Neutered,NORMAL,STRAY,8,Summer,24.4,WHITE,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,CREAM,0
CAT,Spayed,INJURED  MILD,STRAY,5,Spring,24.3,TORTIE,1
DOG,Female,ILL MILD,STRAY,6,Summer,8.1,WHITE,0
DOG,Neutered,WELFARE SEIZURES,WELFARE SEIZED,11,Fall,48.7,GRAY,0
CAT,Neutered,INJURED  MILD,STRAY,8,Summer,23.9,Other,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,2.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,2.0,ORG TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,2.0,BRN TABBY,0
CAT,Spayed,FRACTIOUS,STRAY,3,Spring,24.3,BRN TABBY,0
CAT,Neutered,NORMAL,STRAY,3,Spring,48.7,ORANGE,0
DOG,Neutered,NORMAL,OWNER SURRENDER,12,Winter,118.8,TAN,0
DOG,Female,INJURED  MODERATE,STRAY,4,Spring,48.7,Other,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,7,Summer,0.7,Other,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,7,Summer,0.7,GRAY,0
CAT,Male,I/I REPORT,STRAY,2,Winter,0.7,BRN TABBY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,3,Spring,0.3,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,3,Spring,0.3,BLACK,1
DOG,Neutered,NORMAL,WELFARE SEIZED,4,Spring,9.1,WHITE,0
CAT,Spayed,INJURED  MILD,STRAY,2,Winter,2.0,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.5,Other,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,WHITE,0
CAT,Spayed,NORMAL,STRAY,6,Summer,133.9,BRN TABBY,1
CAT,Unknown,ILL SEVERE,STRAY,2,Winter,12.2,WHITE,0
DOG,Neutered,NORMAL,STRAY,11,Fall,36.5,GRAY,1
DOG,Female,NORMAL,STRAY,2,Winter,12.2,BLACK,0
CAT,Female,INJURED  MODERATE,STRAY,2,Winter,5.1,Other,0
CAT,Spayed,NORMAL,STRAY,4,Spring,12.2,SEAL PT,0
CAT,Spayed,NORMAL,STRAY,4,Spring,1.0,SEAL PT,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.1,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.5,BRN TABBY,0
CAT,Female,INJURED  SEVERE,STRAY,9,Fall,24.4,TORTIE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BLACK,0
CAT,Unknown,ILL MILD,STRAY,12,Winter,2.0,ORG TABBY,0
CAT,Spayed,ILL MILD,STRAY,1,Winter,1.0,BROWN,0
CAT,Male,ILL MILD,STRAY,1,Winter,1.0,BROWN,0
DOG,Male,INJURED  MODERATE,STRAY,1,Winter,48.7,WHITE,0
DOG,Male,BEHAVIOR  MODERATE,STRAY,3,Spring,57.5,BLUE,0
DOG,Neutered,INJURED  SEVERE,STRAY,1,Winter,9.2,Other,0
CAT,Spayed,NORMAL,OWNER SURRENDER,12,Winter,12.2,GRAY TABBY,1
DOG,Neutered,NORMAL,WELFARE SEIZED,8,Summer,158.3,TAN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,CALICO,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,WHITE,0
CAT,Female,ILL MILD,STRAY,8,Summer,2.0,GRAY TABBY,1
CAT,Female,NORMAL,STRAY,2,Winter,36.5,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,0.5,TORTIE,0
CAT,Male,ILL SEVERE,STRAY,9,Fall,182.6,ORANGE,0
DOG,Female,NORMAL,STRAY,3,Spring,84.4,WHITE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,11,Fall,0.1,WHITE,0
DOG,Male,NORMAL,SAFE KEEP,11,Fall,24.4,WHITE,0
CAT,Spayed,NORMAL,OWNER SURRENDER,11,Fall,170.0,TORTIE,0
DOG,Spayed,NORMAL,SAFE KEEP,11,Fall,160.0,RED,0
DOG,Male,NORMAL,STRAY,9,Fall,73.0,BR BRINDLE,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,Other,0
DOG,Spayed,NORMAL,STRAY,7,Summer,73.0,BLACK,0
DOG,Neutered,NORMAL,OWNER SURRENDER,10,Fall,85.2,BROWN,0
CAT,Male,NORMAL,STRAY,2,Winter,60.9,BLACK,0
DOG,Neutered,NORMAL,STRAY,8,Summer,8.0,BROWN,0
DOG,Male,ILL SEVERE,STRAY,10,Fall,3.1,TAN,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,1.4,Other,1
CAT,Female,NORMAL,STRAY,9,Fall,5.1,BLACK,0
CAT,Female,FRACTIOUS,STRAY,8,Summer,12.2,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,BLACK,0
CAT,Spayed,ILL MILD,OWNER SURRENDER,4,Spring,79.7,CALICO,1
CAT,Male,FRACTIOUS,STRAY,8,Summer,3.0,GRAY,0
CAT,Male,FRACTIOUS,STRAY,8,Summer,3.0,BLACK,0
CAT,Spayed,NORMAL,STRAY,5,Spring,1.0,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.1,ORANGE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,0.1,GRAY TABBY,0
DOG,Spayed,INJURED  MODERATE,STRAY,8,Summer,12.2,BROWN,1
CAT,Unknown,ILL SEVERE,STRAY,9,Fall,4.1,BLACK,0
CAT,Male,INJURED  SEVERE,STRAY,11,Fall,8.2,ORANGE,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,7,Summer,0.5,BROWN,1
DOG,Male,NORMAL,STRAY,3,Spring,109.6,RED,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,1.4,GRAY,0
DOG,Neutered,AGED,STRAY,8,Summer,222.0,TRICOLOR,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.2,TORTIE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.2,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,Other,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,6,Summer,3.1,BRN TABBY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,1.3,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,5,Spring,24.4,WHITE,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,11,Fall,1.5,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.0,BRN TABBY,0
DOG,Male,INJURED  MILD,STRAY,11,Fall,85.2,TAN,0
DOG,Female,INJURED  MILD,STRAY,6,Summer,8.1,BR BRINDLE,0
DOG,Female,NORMAL,STRAY,4,Spring,38.6,BROWN,0
CAT,Unknown,INJURED  SEVERE,STRAY,5,Spring,36.5,GRAY,0
CAT,Male,FRACTIOUS,STRAY,11,Fall,4.9,BLACK,0
CAT,Female,FRACTIOUS,STRAY,11,Fall,4.9,CALICO,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,0.6,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,0.6,BLACK,0
DOG,Neutered,ILL MILD,STRAY,8,Summer,97.4,BROWN,1
DOG,Spayed,NORMAL,STRAY,12,Winter,36.5,RED,0
DOG,Male,NORMAL,OWNER SURRENDER,9,Fall,7.1,BROWN,0
CAT,Female,ILL SEVERE,STRAY,8,Summer,3.1,ORG TABBY,0
DOG,Female,NORMAL,WELFARE SEIZED,7,Summer,98.8,BLACK,1
CAT,Male,ILL SEVERE,STRAY,10,Fall,109.6,WHITE,0
DOG,Spayed,NORMAL,OWNER SURRENDER,9,Fall,7.1,BROWN,0
DOG,Spayed,NORMAL,STRAY,10,Fall,36.5,BROWN,1
CAT,Male,NORMAL,STRAY,8,Summer,12.1,BRN TABBY,0
DOG,Male,NORMAL,OWNER SURRENDER,12,Winter,61.2,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,8,Summer,130.5,WHITE,0
CAT,Male,NORMAL,STRAY,11,Fall,2.0,Other,0
DOG,Female,NORMAL,STRAY,11,Fall,12.2,GRAY,0
DOG,Male,NORMAL,STRAY,1,Winter,36.5,TAN,0
CAT,Female,NORMAL,STRAY,9,Fall,48.7,TORTIE,0
CAT,Male,FRACTIOUS,OWNER SURRENDER,10,Fall,194.8,TAN,0
DOG,Neutered,NORMAL,CONFISCATE,9,Fall,136.9,Other,1
DOG,Female,NORMAL,STRAY,6,Summer,60.9,BROWN,0
DOG,Spayed,BEHAVIOR  MODERATE,STRAY,4,Spring,92.5,Other,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,6,Summer,0.5,BRN TABBY,0
DOG,Female,NORMAL,STRAY,7,Summer,6.0,BLACK,0
DOG,Male,NORMAL,WELFARE SEIZED,7,Summer,8.1,TRICOLOR,0
DOG,Female,NORMAL,WELFARE SEIZED,7,Summer,8.1,TRICOLOR,0
DOG,Female,NORMAL,WELFARE SEIZED,7,Summer,24.3,TAN,0
CAT,Neutered,NORMAL,STRAY,12,Winter,51.4,BLACK,0
CAT,Female,NORMAL,STRAY,6,Summer,12.2,BLACK,0
DOG,Female,NORMAL,STRAY,1,Winter,121.7,BLACK,0
CAT,Male,ILL SEVERE,OWNER SURRENDER,7,Summer,1.0,ORG TABBY,0
CAT,Spayed,NORMAL,STRAY,11,Fall,2.2,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,3,Spring,4.0,Other,0
CAT,Neutered,FERAL,STRAY,3,Spring,12.2,BLACK,0
CAT,Neutered,ILL MILD,STRAY,8,Summer,2.0,GRAY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.0,BLACK,0
DOG,Neutered,ILL MILD,WELFARE SEIZED,6,Summer,48.7,BROWN,1
CAT,Neutered,NORMAL,STRAY,6,Summer,12.2,ORANGE,0
DOG,Spayed,NORMAL,OWNER SURRENDER,4,Spring,48.7,Other,1
DOG,Female,NORMAL,STRAY,5,Spring,6.1,WHITE,0
DOG,Female,NORMAL,STRAY,5,Spring,12.2,BLACK,0
CAT,Female,FERAL,STRAY,8,Summer,0.2,GRAY TABBY,0
DOG,Male,NORMAL,STRAY,2,Winter,48.7,TAN,0
CAT,Spayed,FRACTIOUS,STRAY,12,Winter,2.0,BLACK,0
DOG,Male,NORMAL,STRAY,1,Winter,12.2,WHITE,0
CAT,Spayed,NORMAL,OWNER SURRENDER,10,Fall,182.6,Other,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BLACK,0
DOG,Male,NORMAL,STRAY,3,Spring,20.3,BROWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,TORTIE,0
CAT,Neutered,ILL MILD,STRAY,8,Summer,1.4,WHITE,0
DOG,Male,INJURED  SEVERE,STRAY,1,Winter,49.7,BLACK,0
DOG,Neutered,NORMAL,OWNER SURRENDER,1,Winter,12.2,WHITE,1
CAT,Spayed,NORMAL,STRAY,12,Winter,3.0,GRAY,0
DOG,Neutered,NORMAL,STRAY,9,Fall,36.5,BLACK,0
DOG,Female,NORMAL,STRAY,2,Winter,182.6,GRAY,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,6,Summer,1.0,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,WHITE,0
DOG,Neutered,BEHAVIOR  MILD,STRAY,2,Winter,121.7,BLACK,0
DOG,Female,UNDER AGE/WEIGHT,STRAY,2,Winter,1.0,WHITE,0
CAT,Male,ILL MILD,STRAY,7,Summer,3.4,ORANGE,0
DOG,Spayed,NORMAL,STRAY,6,Summer,85.2,CREAM,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BROWN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BROWN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BROWN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.0,BROWN,0
CAT,Spayed,ILL SEVERE,STRAY,8,Summer,121.8,CALICO,1
CAT,Male,NORMAL,STRAY,8,Summer,5.1,GRAY,0
DOG,Spayed,INJURED  SEVERE,STRAY,6,Summer,48.7,BR BRINDLE,1
DOG,Male,NORMAL,STRAY,11,Fall,48.7,BROWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,1.3,GRAY,0
CAT,Female,ILL SEVERE,STRAY,11,Fall,1.2,BRN TABBY,0
CAT,Male,ILL SEVERE,STRAY,11,Fall,1.2,BLACK,0
CAT,Male,ILL SEVERE,STRAY,6,Summer,60.9,ORANGE,0
DOG,Neutered,NORMAL,STRAY,8,Summer,60.9,WHITE,0
CAT,Neutered,NORMAL,STRAY,5,Spring,2.4,Other,1
CAT,Male,NORMAL,STRAY,5,Spring,2.4,BRN TABBY,0
CAT,Male,NORMAL,STRAY,5,Spring,2.4,ORG TABBY,0
DOG,Male,NORMAL,STRAY,10,Fall,24.3,CREAM,0
DOG,Spayed,NORMAL,STRAY,2,Winter,48.7,BLACK,1
DOG,Male,NORMAL,STRAY,7,Summer,24.3,WHITE,1
CAT,Unknown,ILL SEVERE,STRAY,11,Fall,1.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.2,ORG TABBY,0
DOG,Male,NORMAL,STRAY,3,Spring,30.9,BR BRINDLE,0
CAT,Neutered,INJURED  SEVERE,STRAY,4,Spring,0.0,BLACK,0
CAT,Male,INJURED  SEVERE,STRAY,4,Spring,0.0,BLACK,0
CAT,Unknown,ILL MODERATETE,STRAY,11,Fall,24.4,BLACK,0
DOG,Neutered,NORMAL,STRAY,12,Winter,60.9,WHITE,0
CAT,Unknown,ILL SEVERE,STRAY,10,Fall,2.0,GRAY,0
DOG,Female,INJURED  SEVERE,STRAY,4,Spring,36.5,BROWN,0
DOG,Neutered,NORMAL,STRAY,7,Summer,11.7,BLACK,1
DOG,Neutered,NORMAL,STRAY,6,Summer,60.8,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.1,ORANGE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.1,GRAY,0
DOG,Neutered,NORMAL,STRAY,8,Summer,36.5,BROWN,1
DOG,Spayed,NORMAL,STRAY,7,Summer,12.2,WHITE,1
CAT,Female,INJURED  SEVERE,STRAY,6,Summer,24.4,Other,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,6,Summer,0.3,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,5,Spring,30.4,BLACK,0
DOG,Spayed,NORMAL,STRAY,6,Summer,9.1,BLACK,0
CAT,Male,NORMAL,STRAY,2,Winter,9.2,ORG TABBY,1
DOG,Spayed,NORMAL,OWNER SURRENDER,7,Summer,153.9,BROWN,0
CAT,Neutered,NORMAL,STRAY,5,Spring,60.9,GRAY TABBY,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,2.7,GRAY TABBY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,7,Summer,0.8,BRN TABBY,0
DOG,Spayed,NORMAL,STRAY,12,Winter,12.2,WHITE,1
CAT,Neutered,INJURED  SEVERE,STRAY,4,Spring,24.4,ORG TABBY,0
CAT,Female,NORMAL,STRAY,7,Summer,2.0,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,GRAY,0
CAT,Female,NORMAL,STRAY,3,Spring,7.1,GRAY TABBY,0
CAT,Neutered,ILL MILD,STRAY,11,Fall,97.4,ORG TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,Other,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,ORG TABBY,0
DOG,Spayed,NORMAL,WELFARE SEIZED,3,Spring,12.2,BROWN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.2,Other,0
DOG,Neutered,INJURED  MODERATE,STRAY,9,Fall,109.6,TAN,0
DOG,Neutered,NORMAL,STRAY,1,Winter,10.2,BLACK,1
CAT,Male,ILL SEVERE,STRAY,6,Summer,36.5,BLACK,0
CAT,Unknown,ILL MILD,STRAY,8,Summer,1.0,BRN TABBY,0
DOG,Female,NORMAL,STRAY,1,Winter,12.2,TAN,0
DOG,Spayed,NORMAL,STRAY,7,Summer,12.2,BROWN,1
DOG,Male,INJURED  MILD,STRAY,7,Summer,136.6,BLUE,0
DOG,Neutered,NORMAL,RETURN,5,Spring,24.5,BROWN,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,9,Fall,0.8,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.8,GRAY,1
CAT,Spayed,NORMAL,STRAY,12,Winter,6.1,GRAY TABBY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,1.1,ORANGE,0
DOG,Neutered,NORMAL,STRAY,9,Fall,12.2,BROWN,1
DOG,Spayed,NORMAL,OWNER SURRENDER,6,Summer,13.8,BROWN,0
CAT,Male,ILL MILD,STRAY,11,Fall,2.0,ORG TABBY,0
CAT,Male,ILL MILD,STRAY,11,Fall,2.0,GRAY TABBY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,12,Winter,1.0,BLACK,0
CAT,Spayed,NORMAL,STRAY,8,Summer,7.1,BLACK,0
CAT,Neutered,ILL MILD,STRAY,9,Fall,109.5,ORANGE,1
DOG,Neutered,NORMAL,STRAY,3,Spring,24.4,BR BRINDLE,1
CAT,Spayed,FERAL,STRAY,8,Summer,37.0,Other,0
DOG,Neutered,I/I REPORT,STRAY,7,Summer,12.2,RED,1
CAT,Spayed,NORMAL,OWNER SURRENDER,4,Spring,13.0,BRN TABBY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,GRAY TABBY,0
CAT,Neutered,NORMAL,OWNER SURRENDER,11,Fall,85.2,ORANGE,1
DOG,Male,NORMAL,STRAY,11,Fall,47.2,BLACK,0
CAT,Spayed,NORMAL,SAFE KEEP,4,Spring,60.9,BLACK,0
CAT,Neutered,FRACTIOUS,STRAY,6,Summer,3.6,BRN TABBY,0
CAT,Spayed,FRACTIOUS,STRAY,6,Summer,3.6,BLACK,0
DOG,Female,INJURED  SEVERE,STRAY,1,Winter,73.1,Other,0
DOG,Neutered,NORMAL,OWNER SURRENDER,8,Summer,10.2,GRAY,0
DOG,Male,NORMAL,STRAY,6,Summer,60.9,WHITE,1
CAT,Female,NORMAL,STRAY,10,Fall,1.0,BRN TABBY,1
CAT,Male,NORMAL,STRAY,7,Summer,12.2,ORG TABBY,0
CAT,Male,ILL MILD,STRAY,6,Summer,2.0,GRAY TABBY,0
DOG,Neutered,NORMAL,STRAY,8,Summer,60.8,WHITE,0
DOG,Spayed,NORMAL,CONFISCATE,6,Summer,60.9,TAN,0
CAT,Female,NORMAL,STRAY,7,Summer,3.0,BLACK,0
CAT,Male,NORMAL,STRAY,7,Summer,3.0,LYNX PT,0
CAT,Spayed,NORMAL,QUARANTINE,2,Winter,5.4,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BRN TABBY,0
CAT,Male,ILL MODERATETE,STRAY,4,Spring,48.7,CREAM,0
DOG,Neutered,NORMAL,STRAY,12,Winter,3.0,BROWN,1
CAT,Spayed,ILL MODERATETE,STRAY,6,Summer,24.3,TORTIE,1
DOG,Neutered,BEHAVIOR  MODERATE,OWNER SURRENDER,9,Fall,49.9,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,1
CAT,Spayed,INJURED  MILD,STRAY,11,Fall,12.2,GRAY,1
DOG,Spayed,NORMAL,RETURN,2,Winter,55.6,Other,1
CAT,Spayed,INJURED  SEVERE,OWNER SURRENDER,9,Fall,4.1,BRN TABBY,1
DOG,Female,I/I REPORT,QUARANTINE,2,Winter,80.3,BLACK,0
CAT,Neutered,NORMAL,STRAY,7,Summer,0.9,GRAY,1
CAT,Spayed,NORMAL,STRAY,4,Spring,12.0,GRAY TABBY,0
CAT,Neutered,NORMAL,STRAY,4,Spring,1.5,GRAY TABBY,1
CAT,Female,NORMAL,STRAY,4,Spring,1.5,TORTIE,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.4,BRN TABBY,1
CAT,Spayed,INJURED  SEVERE,STRAY,6,Summer,12.2,TAN,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.2,Other,0
DOG,Spayed,NORMAL,STRAY,1,Winter,6.1,BLACK,1
DOG,Female,INJURED  MILD,STRAY,2,Winter,36.5,Other,0
DOG,Female,NORMAL,STRAY,3,Spring,1.5,TAN,0
CAT,Male,INJURED  SEVERE,STRAY,11,Fall,121.8,BRN TABBY,0
CAT,Female,NORMAL,OWNER SURRENDER,4,Spring,121.7,CREAM,0
CAT,Female,NORMAL,STRAY,6,Summer,1.0,CALICO,0
DOG,Male,ILL MILD,STRAY,6,Summer,36.5,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,GRAY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,GRAY,1
CAT,Male,INJURED  MILD,STRAY,8,Summer,6.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,1.0,BLACK,0
DOG,Male,ILL MODERATETE,STRAY,8,Summer,60.9,WHITE,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,WHITE,0
DOG,Female,NORMAL,STRAY,5,Spring,6.0,BROWN,1
CAT,Neutered,NORMAL,STRAY,9,Fall,5.1,GRAY,1
CAT,Spayed,NORMAL,STRAY,7,Summer,12.2,BLACK,0
CAT,Female,INJURED  SEVERE,STRAY,3,Spring,2.0,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,Other,0
CAT,Female,ILL MILD,STRAY,9,Fall,36.5,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,10,Fall,0.6,BLACK,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,10,Fall,0.6,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,10,Fall,0.6,BLACK,0
DOG,Neutered,NORMAL,STRAY,4,Spring,36.5,GRAY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,4,Spring,0.3,GRAY TABBY,0
CAT,Female,NORMAL,STRAY,11,Fall,2.0,GRAY TABBY,0
CAT,Spayed,NORMAL,STRAY,10,Fall,7.1,Other,1
DOG,Male,ILL MILD,STRAY,7,Summer,6.0,BLACK,0
CAT,Unknown,INJURED  SEVERE,STRAY,7,Summer,2.0,BLACK,0
CAT,Male,NORMAL,STRAY,6,Summer,2.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,2.0,BLACK,0
CAT,Neutered,FRACTIOUS,STRAY,4,Spring,24.3,BLACK,0
CAT,Spayed,FRACTIOUS,STRAY,4,Spring,24.3,BLACK,0
CAT,Spayed,FRACTIOUS,STRAY,4,Spring,12.2,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,GRAY TABBY,0
DOG,Neutered,AGED,STRAY,2,Winter,133.9,BROWN,1
DOG,Neutered,NORMAL,STRAY,2,Winter,133.9,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.7,SEAL PT,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,3,Spring,0.7,SEAL PT,0
DOG,Neutered,INJURED  MILD,STRAY,1,Winter,24.3,BROWN,1
DOG,Female,NORMAL,STRAY,4,Spring,60.9,BLACK,1
CAT,Male,NORMAL,STRAY,6,Summer,3.1,BLACK,1
DOG,Neutered,NORMAL,STRAY,6,Summer,109.6,TAN,1
DOG,Neutered,I/I REPORT,STRAY,12,Winter,10.1,TAN,0
DOG,Spayed,NORMAL,RETURN,6,Summer,25.8,BLUE,1
DOG,Spayed,NORMAL,STRAY,5,Spring,48.7,BLACK,1
CAT,Spayed,ILL MILD,STRAY,5,Spring,24.4,BLACK,1
CAT,Spayed,ILL MILD,STRAY,7,Summer,24.3,WHITE,1
DOG,Female,NORMAL,STRAY,8,Summer,12.2,WHITE,0
DOG,Male,NORMAL,STRAY,11,Fall,36.5,BLACK,0
CAT,Female,ILL SEVERE,STRAY,12,Winter,2.0,GRAY TABBY,0
DOG,Spayed,NORMAL,STRAY,12,Winter,24.3,BLACK,1
CAT,Male,NORMAL,STRAY,5,Spring,1.0,BLACK,0
CAT,Neutered,NORMAL,STRAY,10,Fall,2.5,BRN TABBY,1
DOG,Male,BEHAVIOR  MODERATE,OWNER SURRENDER,3,Spring,86.0,BROWN,0
DOG,Spayed,INJURED  MODERATE,STRAY,5,Spring,145.1,BLACK,0
CAT,Spayed,NORMAL,STRAY,9,Fall,1.8,TORTIE,1
DOG,Male,INJURED  MODERATE,STRAY,2,Winter,73.0,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,0.5,BLACK,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,0.5,TAN,1
DOG,Male,INJURED  SEVERE,STRAY,5,Spring,12.2,TAN,0
CAT,Neutered,NORMAL,OWNER SURRENDER,2,Winter,121.8,WHITE,1
CAT,Neutered,NORMAL,OWNER SURRENDER,2,Winter,130.4,ORG TABBY,0
DOG,Female,NORMAL,STRAY,10,Fall,60.9,CREAM,0
DOG,Neutered,NORMAL,SAFE KEEP,3,Spring,50.4,BROWN,0
CAT,Neutered,NORMAL,RETURN,11,Fall,25.7,GRAY,1
